State,District,Soil Type,Soil pH,Rainfall (mm),Temperature (°C),Fertility,Nearest Seaport,Nearest ICD,Nearest Cargo Airport,Cold Storage (MT),Key Crops / Products,HS Codes,Top Export Products,Export Volume (MT),Top Buyer Countries,Exporters / Processors,AEZ / Cluster,GI Tags,State Incentives,Remarks
Ladakh,Kargil,"Alpine desert, Skeletal",7.0-8.5,200-300,-15 to 25,Low-Medium,Mundra – (~1600 km),Ludhiana ICD – (~850 km),Leh – (~480 km),28000,"Apricot, Seabuckthorn, Barley",HS08,"Dried apricot, Seabuckthorn",12000,"UAE, Germany",125,Ladakh Seabuckthorn AEZ,Ladakh Apricot,100% freight + cold desert package,Apricot & seabuckthorn hub
Ladakh,Leh,"Alpine cold desert, Skeletal",7.5-8.5,100-200,-20 to 25,Low,Mundra – (~1700 km),Ludhiana ICD – (~950 km),Leh – (~20 km),48000,"Seabuckthorn, Apricot, Barley, Potato",HS08,Seabuckthorn products,18000,"Germany, USA",185,Ladakh Seabuckthorn AEZ,Ladakh Pashmina (shared),100% freight subsidy,World’s highest commercial seabuckthorn area
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Jharkhand,Bokaro,"Red loamy, Lateritic",5.5-6.8,1300,22-34,Medium,Kolkata – (~320 km),Bokaro ICD – (~20 km),Ranchi – (~140 km),68000,"Rice, Maize, Vegetables",HS10,Rice,85000,Bangladesh,185,,,75% capital subsidy for food parks,Industrial belt with agri potential
Jharkhand,Chatra,"Red & Yellow, Lateritic",5.0-6.5,1250,22-35,Medium,Kolkata – (~420 km),Ranchi ICD – (~180 km),Ranchi – (~200 km),32000,"Rice, Pulses, Lac",HS13,Lac,18000,"USA, Germany",98,Jharkhand Lac Cluster,,–,Lac hub
Jharkhand,Deoghar,"Red loamy, Gravelly",5.5-6.8,1300,22-34,Medium-High,Kolkata – (~320 km),,Ranchi – (~260 km),48000,"Rice, Litchi, Vegetables","HS10, HS08",Litchi,38000,Nepal,165,,,–,Emerging litchi
Jharkhand,Dhanbad,"Red loamy, Lateritic",5.5-6.8,1300,22-35,Medium,Kolkata – (~280 km),Dhanbad ICD – (~20 km),Ranchi – (~180 km),85000,"Rice, Vegetables, Coal-area farming",HS10,Rice,95000,Bangladesh,225,,,–,Coal city with peri-urban farming
Jharkhand,Dumka,"Red & Yellow, Lateritic",5.0-6.5,1400,22-34,Medium,Kolkata – (~320 km),,Ranchi – (~280 km),48000,"Rice, Lac, Maize",HS13,Lac,28000,USA,125,Jharkhand Lac Cluster,Sohrai Painting,–,Tribal lac & rice
Jharkhand,East Singhbhum,"Red loamy, Lateritic",5.5-6.8,1400,22-35,Medium-High,Kolkata – (~220 km),Jamshedpur ICD – (~20 km),Ranchi – (~140 km),125000,"Rice, Litchi, Mango, Vegetables","HS10, HS08",Litchi,68000,"Nepal, UAE",325,,,–,Tata city + litchi belt
Jharkhand,Garhwa,"Red & Yellow, Gravelly",5.5-6.8,1200,22-36,Medium,Kolkata – (~580 km),Ranchi ICD – (~280 km),Ranchi – (~320 km),32000,"Rice, Pulses, Maize",HS10,Rice,48000,Bangladesh,125,,,–,Rice & pulses
Jharkhand,Giridih,"Red loamy, Lateritic",5.0-6.5,1300,22-35,Medium,Kolkata – (~320 km),,Ranchi – (~220 km),68000,"Rice, Lac, Vegetables",HS13,Lac,32000,Germany,165,Jharkhand Lac Cluster,,–,Major lac district
Jharkhand,Godda,"Red & Yellow, Lateritic",5.0-6.5,1400,22-34,Medium,Kolkata – (~380 km),,Ranchi – (~320 km),48000,"Rice, Maize, Lac",HS13,Lac,22000,USA,98,Jharkhand Lac Cluster,,–,Lac & rice
Jharkhand,Gumla,"Red & Yellow, Lateritic",5.0-6.5,1400,20-34,Medium-High,Kolkata – (~520 km),Ranchi ICD – (~140 km),Ranchi – (~160 km),68000,"Rice, Pulses, Lac, Mango","HS13, HS08",Lac,38000,USA,185,Jharkhand Lac Cluster,,Tribal package,Strong lac & pulses
Jharkhand,Hazaribagh,"Red loamy, Lateritic",5.5-6.8,1250,22-35,Medium-High,Kolkata – (~380 km),Ranchi ICD – (~120 km),Ranchi – (~140 km),95000,"Rice, Tomato, Litchi","HS07, HS08",Tomato,68000,Bangladesh,225,,,–,Tomato hub
Jharkhand,Jamtara,Red & Yellow,5.0-6.5,1300,22-34,Medium,Kolkata – (~280 km),,Ranchi – (~240 km),32000,"Rice, Lac",HS13,Lac,18000,USA,85,Jharkhand Lac Cluster,,–,Lac pocket
Jharkhand,Khunti,"Red loamy, Lateritic",5.0-6.5,1400,20-34,Medium-High,Kolkata – (~420 km),Ranchi ICD – (~60 km),Ranchi – (~80 km),48000,"Rice, Lac, Mango","HS13, HS08",Lac,28000,Germany,125,Jharkhand Lac Cluster,,–,Tribal lac
Jharkhand,Koderma,"Red loamy, Gravelly",5.5-6.8,1250,22-35,Medium,Kolkata – (~350 km),Ranchi ICD – (~160 km),Ranchi – (~180 km),48000,"Rice, Vegetables",HS10,Rice,52000,Bangladesh,145,,,–,Mica + rice
Jharkhand,Latehar,"Red & Yellow, Lateritic",5.0-6.5,1300,22-35,Medium,Kolkata – (~480 km),Ranchi ICD – (~180 km),Ranchi – (~200 km),32000,"Rice, Pulses, Lac",HS13,Lac,22000,USA,98,Jharkhand Lac Cluster,,–,Lac & forest produce
Jharkhand,Lohardaga,"Red loamy, Lateritic",5.0-6.5,1400,20-34,Medium-High,Kolkata – (~450 km),Ranchi ICD – (~100 km),Ranchi – (~120 km),68000,"Rice, Lac, Mango","HS13, HS08",Lac,32000,Germany,165,Jharkhand Lac Cluster,,–,Lac hub
Jharkhand,Pakur,"Red & Yellow, Gravelly",5.5-6.8,1400,22-34,Medium,Kolkata – (~320 km),,Ranchi – (~340 km),48000,"Rice, Maize",HS10,Rice,48000,Bangladesh,125,,,–,Stone mining + rice
Jharkhand,Palamu,"Red & Yellow, Lateritic",5.5-6.8,1200,22-36,Medium,Kolkata – (~580 km),Ranchi ICD – (~240 km),Ranchi – (~260 km),68000,"Rice, Pulses, Maize",HS10,Rice,85000,Bangladesh,185,,,–,Rice bowl of Jharkhand
Jharkhand,Ramgarh,"Red loamy, Lateritic",5.5-6.8,1250,22-35,Medium-High,Kolkata – (~350 km),Ranchi ICD – (~80 km),Ranchi – (~100 km),85000,"Rice, Vegetables",HS10,Rice,95000,Bangladesh,225,,,–,Near Ranchi market
Jharkhand,Ranchi,"Red loamy, Lateritic, Plateau",5.0-6.8,1400,20-34,High,Kolkata – (~380 km),Ranchi ICD – (~20 km),Ranchi – (~30 km),285000,"Rice, Litchi, Vegetables, Flowers, Mushroom","HS10, HS08, HS06","Litchi, Mushroom",165000,"UAE, Nepal",785,Ranchi Litchi Cluster,,Capital incentives + 100% SGST,State’s largest litchi & vegetable market
Jharkhand,Sahibganj,"Alluvial, Sandy loam",6.5-7.5,1500,22-34,High,Kolkata – (~380 km),,Ranchi – (~400 km),68000,"Rice, Jute, Maize","HS10, HS53",Jute,48000,Bangladesh,165,,,–,Jute & rice near Ganga
Jharkhand,Saraikela-Kharsawan,"Red loamy, Lateritic",5.0-6.5,1400,22-35,Medium-High,Kolkata – (~280 km),Jamshedpur ICD – (~80 km),Ranchi – (~160 km),95000,"Rice, Litchi, Mango",HS08,Litchi,52000,Nepal,185,,,–,Tata area + litchi
Jharkhand,Simdega,"Red & Yellow, Lateritic",5.0-6.5,1400,20-34,Medium-High,Kolkata – (~480 km),Ranchi ICD – (~160 km),Ranchi – (~180 km),48000,"Rice, Lac, Pulses",HS13,Lac,28000,USA,125,Jharkhand Lac Cluster,,–,Tribal lac
Jharkhand,West Singhbhum,"Red loamy, Lateritic, Gravelly",5.0-6.5,1400,22-35,Medium,Kolkata – (~320 km),,Ranchi – (~180 km),68000,"Rice, Lac, Mango","HS13, HS08",Lac,38000,USA,165,Jharkhand Lac Cluster,,–,Largest lac-producing district
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
Karnataka,Bagalkot,"Black cotton, Red loamy",7.0-8.5,550,24-36,High,Mormugao – (~320 km),Hubballi ICD – (~140 km),Belagavi – (~140 km),225000,"Pomegranate, Grapes, Onion, Cotton","HS08, HS52","Pomegranate, Grapes",285000,"Netherlands, UAE",785,North Karnataka Horti Cluster,,50% extra subsidy for grape & pomegranate units,India’s pomegranate capital
Karnataka,Ballari,"Red sandy, Black cotton",6.5-8.5,600,25-38,High,Mormugao – (~380 km),,Bengaluru – (~340 km),185000,"Cotton, Chilli, Groundnut, Pomegranate","HS52,09","Cotton, Chilli",385000,"China, Bangladesh",985,,,–,Cotton & chilli hub
Karnataka,Belagavi,"Black cotton, Red loamy",6.5-8.5,800,22-35,Very High,Mormugao – (~180 km),Belagavi ICD – (~60 km),Belagavi – (~80 km),325000,"Sugarcane, Grapes, Maize, Soybean","HS17,08","Sugar, Grapes",485000,"Russia, UAE",1285,Belagavi Grapes AEZ,Belagavi Kunda,–,Largest sugarcane & grape district
Karnataka,Bengaluru Rural,"Red loamy, Lateritic",5.5-7.5,900,22-34,High,Mangalore – (~380 km),Bengaluru ICD – (~40 km),Bengaluru – (~60 km),685000,"Rose, Gerbera, Vegetables, Mango","HS06,07,08","Cut flowers, Gherkins",225000,"Netherlands, UAE",1585,Bengaluru Rose-Onion AEZ,Bangalore Rose Onion,100% SGST for floriculture & food parks,Floriculture capital
Karnataka,Bengaluru Urban Bengaluru,"Red loamy, Urban",6.0-7.5,950,22-35,High,Mangalore – (~350 km),Bengaluru ICD – (~20 km),Bengaluru – (~40 km),985000,"Rose, Gerbera, Vegetables, Dairy, Poultry","HS06,04","Cut flowers, Dairy",385000,"UAE, USA",2585,Bengaluru Rose-Onion AEZ,Bangalore Blue Grapes,Capital + 100% SGST incentives,India’s floriculture & IT-agri hub
Karnataka,Bidar,Deep black cotton,7.5-8.8,850,24-37,Very High,Mormugao – (~580 km),,Hyderabad – (~160 km),185000,"Soybean, Tur, Black gram, Sugarcane","HS12,17",Tur (pigeon pea),225000,"Myanmar, UAE",585,,Bidriware (metal),–,Tur & soybean hub
Karnataka,Chamarajanagar,"Red loamy, Lateritic",5.5-7.0,800,22-35,High,Mangalore – (~280 km),Mysuru ICD – (~140 km),Bengaluru – (~200 km),125000,"Banana, Mango, Coffee","HS08,09",Banana,165000,UAE,425,,Mysore Silk (shared),–,Banana belt
Karnataka,Chikkaballapura,"Red loamy, Gravelly",5.5-7.5,750,23-35,High,Mangalore – (~320 km),Bengaluru ICD – (~80 km),Bengaluru – (~100 km),285000,"Rose, Mango, Tomato, Grapes","HS06,08","Cut flowers, Mango",225000,"Netherlands, UAE",685,Bengaluru Rose-Onion AEZ,,–,Rose & mango hub
Karnataka,Chikkamagaluru,"Red lateritic, Coffee soil",5.0-6.5,1900,20-32,High,Mangalore – (~180 km),,Mangalore – (~200 km),225000,"Coffee, Pepper, Cardamom, Arecanut",HS09,Coffee,185000,"Germany, Italy",985,Chikmagalur Coffee AEZ,Coorg Arabica Coffee (shared),100% SGST for coffee processing,Coffee heartland
Karnataka,Chitradurga,"Red sandy, Black patches",6.5-8.0,600,24-36,High,Mangalore – (~380 km),,Bengaluru – (~220 km),165000,"Onion, Maize, Groundnut","HS07,12",Onion,285000,"Bangladesh, Malaysia",785,,,–,Onion hub
Karnataka,Dakshina Kannada,"Lateritic, Coastal alluvial",5.0-6.5,3500,22-32,High,Mangalore – (~20 km),Mangalore CFS – (~20 km),Mangalore – (~30 km),385000,"Arecanut, Coconut, Pepper, Rubber, Fish","HS08,03,09","Shrimp, Arecanut",325000,"USA, Japan",1185,Mangalore Marine AEZ,Malabar Pepper (shared),Port + 100% SGST incentives,Marine & plantation hub
Karnataka,Davanagere,"Red loamy, Black cotton",6.5-8.0,650,24-36,High,Mangalore – (~320 km),,Bengaluru – (~280 km),225000,"Maize, Cotton, Chilli","HS10,52",Maize,385000,Vietnam,985,,,–,Maize bowl
Karnataka,Dharwad,"Black cotton, Red loamy",6.5-8.5,800,22-35,Very High,Mormugao – (~220 km),Hubballi ICD – (~30 km),Hubballi – (~40 km),285000,"Cotton, Chilli, Groundnut, Soybean","HS52,09","Cotton, Chilli",425000,"China, Bangladesh",1285,North Karnataka Cotton & Chilli AEZ,,–,Cotton & chilli capital
Karnataka,Gadag,"Black cotton, Red sandy",7.0-8.5,600,24-37,High,Mormugao – (~280 km),Hubballi ICD – (~80 km),Hubballi – (~100 km),165000,"Cotton, Chilli, Groundnut","HS52,09",Cotton,285000,Bangladesh,685,North Karnataka Cotton AEZ,,–,Cotton hub
Karnataka,Hassan,"Red lateritic, Coffee soil",5.5-6.8,1200,20-33,High,Mangalore – (~220 km),,Bengaluru – (~200 km),225000,"Coffee, Pepper, Potato","HS09,07",Coffee,145000,"Italy, Germany",785,Hassan Coffee AEZ,,–,Coffee & potato
Karnataka,Haveri,"Black cotton, Red loamy",6.5-8.5,750,23-36,High,Mormugao – (~300 km),Hubballi ICD – (~80 km),Hubballi – (~100 km),185000,"Maize, Cotton, Chilli","HS10,52",Maize,325000,Vietnam,885,,,–,Maize & cotton
Karnataka,Kalaburagi,Deep black cotton,7.5-8.8,750,25-38,Very High,Mormugao – (~520 km),,Hyderabad – (~220 km),285000,"Tur, Cotton, Grapes, Pomegranate","HS07,08,52","Tur, Grapes",485000,"Myanmar, Netherlands",1285,Kalaburagi Tur & Grapes AEZ,Kalaburagi Tur (pigeon pea),–,Tur (pigeon pea) capital
Karnataka,Kodagu,"Red lateritic, Forest loam",5.0-6.5,2500,18-30,High,Mangalore – (~180 km),,Mangalore – (~220 km),185000,"Coffee, Pepper, Cardamom, Honey",HS09,Coffee,225000,"Germany, Italy",985,Coorg Coffee AEZ,"Coorg Arabica Coffee, Coorg Pepper",100% SGST for coffee units,World-famous Coorg coffee region
Karnataka,Kolar,"Red loamy, Gravelly",6.0-7.5,750,22-36,High,Chennai – (~280 km),Bengaluru ICD – (~80 km),Bengaluru – (~80 km),385000,"Mango, Tomato, Rose, Silk","HS08,06,50","Mango, Cut flowers",325000,"UAE, Netherlands",1185,Bengaluru Rose-Onion AEZ,,–,Mango & rose hub
Karnataka,Koppal,"Red sandy, Black patches",7.0-8.5,600,24-38,High,Mormugao – (~400 km),,Hubballi – (~200 km),125000,"Cotton, Groundnut, Chilli","HS52,12",Cotton,225000,Bangladesh,585,,,–,Cotton area
Karnataka,Mandya,"Red loamy, Alluvial",6.5-8.0,800,23-35,Very High,Mangalore – (~320 km),Mysuru ICD – (~60 km),Bengaluru – (~140 km),285000,"Sugarcane, Rice, Ragi, Silk","HS17,50","Sugar, Silk",385000,"Russia, Italy",985,Mysuru Silk AEZ,Mysore Silk,–,Silk & sugar hub
Karnataka,Mysuru,"Red lateritic, Black cotton",6.0-7.5,800,22-34,High,Mangalore – (~280 km),Mysuru ICD – (~20 km),Bengaluru – (~160 km),325000,"Coffee, Silk, Banana, Mango","HS09,50,08","Silk, Coffee",285000,"Italy, Germany",1185,Mysuru Silk & Coffee AEZ,"Mysore Silk, Mysore Sandalwood",–,Mysore silk & coffee region
Karnataka,Raichur,Deep black cotton,7.5-8.8,650,25-39,Very High,Mormugao – (~420 km),,Hyderabad – (~220 km),225000,"Cotton, Paddy, Chilli","HS52,10",Cotton,485000,Bangladesh,1285,Raichur Cotton AEZ,,–,Paddy & cotton bowl
Karnataka,Ramanagara,"Red loamy, Lateritic",5.5-7.5,900,22-35,High,Mangalore – (~350 km),Bengaluru ICD – (~60 km),Bengaluru – (~60 km),285000,"Silk, Mango, Vegetables","HS50,08",Raw silk,185000,Italy,685,Ramanagara Silk AEZ,Mysore Silk (shared),–,Sericulture hub
Karnataka,Shivamogga,"Red lateritic, Coffee soil",5.0-6.5,1800,20-33,High,Mangalore – (~200 km),,Mangalore – (~220 km),225000,"Arecanut, Coffee, Pepper, Ginger",HS09,"Arecanut, Coffee",225000,"UAE, Germany",985,Shimoga Arecanut AEZ,,–,Arecanut & coffee hub
Karnataka,Tumakuru,"Red loamy, Black patches",6.5-8.0,700,23-36,High,Mangalore – (~320 km),Bengaluru ICD – (~100 km),Bengaluru – (~100 km),285000,"Coconut, Ragi, Groundnut, Mango","HS08,12","Coconut, Mango",285000,UAE,785,Tumakuru Coconut AEZ,,–,Coconut & ragi
Karnataka,Udupi,"Lateritic, Coastal alluvial",5.0-6.5,4000,24-33,High,Mangalore – (~60 km),Mangalore CFS – (~60 km),Mangalore – (~70 km),285000,"Coconut, Arecanut, Pepper, Fish","HS03,09",Shrimp,185000,"USA, Japan",985,Mangalore Marine AEZ,Udupi Mattu Gulla Brinjal,–,Marine & coastal plantation
Karnataka,Uttara Kannada,"Lateritic, Coastal",5.0-6.5,3000,24-34,High,Karwar Port – (~30 km),,Hubballi – (~180 km),165000,"Pepper, Arecanut, Rice, Fish","HS09,03",Pepper,125000,Vietnam,425,Karwar Pepper AEZ,Malabar Pepper,–,Black pepper hub
Karnataka,Vijayapura,Deep black cotton,7.5-8.8,650,24-38,Very High,Mormugao – (~380 km),,Belagavi – (~220 km),325000,"Grapes, Pomegranate, Onion, Cotton","HS08,52","Grapes, Pomegranate",585000,"Netherlands, UAE",1585,Vijayapura Grapes AEZ,,–,Table grape capital of India
Karnataka,Yadgir,"Black cotton, Red sandy",7.5-8.8,750,25-39,High,Mormugao – (~450 km),,Hyderabad – (~200 km),185000,"Tur, Cotton, Onion","HS07,52",Tur,285000,Myanmar,685,Kalaburagi Tur AEZ,,–,Tur & onion
State 1 State,2 District,3 Predominant Soil Types (in order of dominance),4 Soil pH (typical range),"5 Annual Rainfall (avg, mm)",6 Annual Average Temperature (°C),7 Fertility Status,(~8 km) Nearest Seaport + Distance (km),(~9 km) Nearest ICD/CFS + Distance (km),(~10 km) Nearest Cargo Airport + Distance (km),11 Cold Storage Capacity (MT),12 Key Suitable Crops / Products,13 HS Chapters (Top 5–6 relevant),14 Major Export Products (last 3 years),15 Export Volume 2024-25 (MT),16 Top 3 Buyer Countries (2024),17 No. of Registered Exporters / Processors,18 Agri Export Zone (AEZ) or Cluster,19 GI Tags Present in District,20 State Incentive Highlights (2024-29 policy),21 Remarks / Special Notes
Kerala,Alappuzha,"Alluvial, Sandy, Acid sulphate (kari)",4.5-6.5,2900,25-32,High,Kochi – (~60 km),Kochi CFS – (~60 km),Kochi – (~80 km),185000,"Rice, Coconut, Shrimp, Pepper, Banana","HS10, HS03, HS09","Shrimp, Coconut products",185000,"USA, EU, Japan",985,Kochi Marine AEZ,,100% SGST + 50% capital subsidy for seafood units,Backwater rice & shrimp hub
Kerala,Ernakulam,"Lateritic, Alluvial, Coastal sandy",5.0-6.5,3200,25-33,High,Kochi – (~20 km),Kochi CFS – (~10 km),Kochi – (~30 km),385000,"Cardamom, Pepper, Coconut, Rubber, Pineapple, Fish","HS09, HS03, HS40","Frozen shrimp, Cardamom, Coir",325000,"USA, Japan, EU",2185,Kochi Spices & Marine AEZ,Pokkali Rice,100% SGST + port incentives,Largest marine export district
Kerala,Idukki,"Lateritic, Forest loam",4.5-6.0,3000,18-30,High,Kochi – (~130 km),Kochi CFS – (~130 km),Kochi – (~150 km),225000,"Cardamom, Tea, Coffee, Pepper, Rubber","HS09, HS40","Cardamom, Tea",185000,"USA, Saudi, Japan",1285,Idukki Cardamom AEZ,Marayoor Jaggery,100% SGST + 90% freight subsidy for spices,World’s largest cardamom district
Kerala,Kannur,"Lateritic, Coastal alluvial",5.0-6.5,3400,25-32,High,Mangalore – (~140 km),,Kannur – (~20 km),165000,"Coconut, Pepper, Cashew, Rubber, Fish","HS09, HS08","Cashew kernels, Pepper",145000,"UAE, USA",785,,,–,Cashew & pepper hub
Kerala,Kasaragod,"Lateritic, Coastal sandy",5.0-6.5,3500,25-33,High,Mangalore – (~50 km),,Mangalore – (~60 km),125000,"Coconut, Rubber, Pepper, Arecanut, Fish","HS09, HS03","Frozen fish, Pepper",125000,"Japan, EU",585,,,–,Northernmost – marine & plantation
Kerala,Kollam,"Lateritic, Alluvial",5.0-6.5,2800,25-32,High,Kochi – (~150 km),Kollam CFS – (~20 km),Thiruvananthapuram – (~80 km),225000,"Coconut, Cashew, Fish, Pineapple","HS08, HS03","Cashew kernels, Frozen fish",185000,"USA, EU",985,Kollam Cashew AEZ,,–,Cashew processing capital
Kerala,Kottayam,"Lateritic, Alluvial",4.8-6.2,3100,24-32,Very High,Kochi – (~70 km),Kochi CFS – (~70 km),Kochi – (~90 km),285000,"Rubber, Pineapple, Pepper, Cardamom, Banana","HS40, HS08, HS09","Natural rubber, Pineapple",225000,"China, USA",1185,Kottayam-Vaikom Pineapple AEZ,,–,Rubber & pineapple hub
Kerala,Kozhikode,"Lateritic, Coastal alluvial",5.0-6.5,3200,25-33,High,Beypore – (~10 km),Kozhikode CFS – (~15 km),Kannur – (~100 km),225000,"Coconut, Pepper, Banana, Fish","HS09, HS03","Frozen fish, Coconut products",165000,"Japan, USA",885,,,–,Strong marine export
Kerala,Malappuram,"Lateritic, Alluvial",5.0-6.5,2900,25-33,High,Kochi – (~180 km),,Kozhikode – (~40 km),185000,"Coconut, Arecanut, Banana, Fish","HS03, HS08",Frozen shrimp,145000,"USA, EU",785,,,–,Coconut & marine
Kerala,Palakkad,"Lateritic, Black cotton patches",5.0-7.0,2200,24-34,High,Kochi – (~140 km),Palakkad ICD – (~40 km),Coimbatore – (~60 km),325000,"Rice, Rubber, Coconut, Mango","HS10, HS40","Rice, Natural rubber",285000,"Bangladesh, Malaysia",1285,Palakkad Rice AEZ,Palakkad Mattumal Rice,–,Rice bowl of Kerala
Kerala,Pathanamthitta,"Lateritic, Loamy",4.8-6.0,2800,24-32,High,Kochi – (~130 km),Kochi CFS – (~130 km),Thiruvananthapuram – (~140 km),165000,"Rubber, Cardamom, Pineapple, Pepper","HS40, HS09",Natural rubber,185000,"China, USA",685,,,–,Rubber & cardamom hub
Kerala,Thiruvananthapuram,"Lateritic, Coastal sandy",5.0-6.5,2400,25-33,High,Vizhinjam – (~20 km),Thiruvananthapuram CFS – (~20 km),Thiruvananthapuram – (~30 km),285000,"Coconut, Pepper, Banana, Fish, Vegetables","HS09, HS03","Frozen fish, Spices",225000,"USA, EU",1185,,,Capital + port incentives,Marine & vegetable export hub
Kerala,Thrissur,"Lateritic, Alluvial",5.0-6.5,3000,25-32,Very High,Kochi – (~90 km),Kochi CFS – (~90 km),Kochi – (~110 km),325000,"Rice, Coconut, Rubber, Banana, Fish","HS10, HS03, HS40","Frozen shrimp, Coconut oil",285000,"USA, Japan",1585,Thrissur Rice & Marine AEZ,,–,Strong coir & marine
Kerala,Wayanad,"Lateritic, Forest loam",4.5-6.0,2800,18-30,High,Kochi – (~320 km),,Kozhikode – (~120 km),185000,"Coffee, Pepper, Tea, Cardamom, Ginger",HS09,"Wayanad Robusta Coffee, Pepper",125000,"Germany, Italy",885,Wayanad Coffee & Spices AEZ,"Wayanad Robusta Coffee, Jeerakasala Rice",100% SGST + freight subsidy for spices,High-value spice & coffee district
State,District,Predominant Soil Types (in order of dominance),Soil pH (typical range),"Annual Rainfall (avg, mm)",Annual Average Temperature (°C),Fertility Status,Nearest Seaport + Distance (km),Nearest ICD/CFS + Distance (km),Nearest Cargo Airport + Distance (km),Cold Storage Capacity (MT),Key Suitable Crops / Products,HS Chapters (Top 5–6 relevant),Major Export Products (last 3 years),Export Volume 2024-25 (MT),Top 3 Buyer Countries (2024),No. of Registered Exporters / Processors,Agri Export Zone (AEZ) or Cluster,GI Tags Present in District,State Incentive Highlights (2024-29 policy),Remarks / Special Notes
